,budget,genres,id,keywords,original_title,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,profit,month,movie_id,cast
35,150000000,"[878, 28, 12]",8373,"[1160, 1670, 4630, 8264, 9854, 10607, 11117, 14544, 156395, 179431]",Transformers: Revenge of the Fallen,"[4, 27, 56, 435, 2481, 22826, 76043]",2009-06-19,836297228,150.0,Transformers: Revenge of the Fallen,6.0,3138,686297228,6,8373,"[10959, 19537, 19536, 11678, 8169, 1241, 14721, 24305, 72985, 103554, 12797, 1331, 141956, 19540, 1749473, 108253, 19541, 117187, 84495, 2962, 177588, 15761, 19384, 81178, 15831, 78798, 1508409, 110636, 13919, 24362, 130081, 183507, 78434, 20582, 67206, 12793, 1295]"
36,210000000,"[878, 28, 12]",91314,"[9663, 9951, 10607, 10891, 14544, 156395, 166594]",Transformers: Age of Extinction,"[4, 56, 435, 2481, 11413, 22826, 38833, 76043]",2014-06-25,1091405097,165.0,Transformers: Age of Extinction,5.8,3095,881405097,6,91314,"[13240, 2283, 7090, 61186, 1007683, 39389, 3971, 109432, 51990, 204100, 539, 1677237, 1717278, 1087070, 937809, 1837661, 928594, 19540, 15831, 1230, 3899, 2962, 31531, 15860, 19541, 117187, 27993, 6576, 124112, 971234, 1039678, 1347386, 592343, 1487978, 18262, 1643621, 1661677, 1744759, 7574, 111080, 64896]"
37,200000000,"[14, 12, 10751]",68728,"[291, 616, 2343, 3929, 4662, 44451, 172365, 177912, 209714]",Oz: The Great and Powerful,"[2, 16314]",2013-03-07,491868548,130.0,Oz: The Great and Powerful,5.7,3530,291868548,3,68728,"[17051, 18973, 3293, 1812, 5367, 8854, 125025, 19754, 224723, 123725, 11357, 11769, 150673, 99932, 1157664, 36095, 1194944, 1271755, 220557, 1454303, 1494289, 1018967, 1032536, 1735970, 1735971, 1004624, 1735972, 1735973, 554395, 19326, 1735974, 215162, 1735975, 1367929, 1735976, 11465, 11464, 11462, 1591329, 1735977, 1735978, 1283945, 1735979, 1735980, 1735981, 1735983, 1735984, 1192831, 11766, 1735985, 1735986, 11750, 87445, 1735988, 1395067, 1463346, 1446431, 1735989, 1735990, 1340674, 1735991, 1735993, 1735996, 1239388, 1735999, 1182345, 1285754, 1464485, 1736003, 1736004, 1364762, 1594124, 1736005, 1088597, 1092687, 1471386, 1736006, 1736007, 1736008, 1571435, 146414, 1736418, 1736419, 1736420, 1736422, 1558214, 1736424, 1736425, 1736426, 18231, 1736427, 1736428, 1194878, 1736429, 1154494, 20251, 1736430, 1207888, 1736431, 1636759, 1736432, 1382396, 1736433, 1736434, 1736435, 1736436, 1736437, 1736438, 1469377, 1736496, 1480067, 1736497, 1242060, 240758, 1014618, 1263199, 1736498, 1736500, 1736501, 1736502, 1736503, 1694864, 1736504, 1736505, 1736506, 1484161, 1736507, 1736509, 1561708, 1736511, 933580, 1736512, 1736515, 1736517, 1736518, 128973, 1736520, 935714, 1736521, 1451618, 1736522, 1736523, 1456724, 1736524, 1736525, 1736526, 1735577, 1736528, 1736529, 53760, 1736530, 1736532, 1736533, 1586918, 1736534, 1519716, 1736535, 1736537, 1736538]"
38,200000000,"[28, 12, 14]",102382,"[1523, 8828, 9663, 9717, 13040, 33977, 41594, 163455]",The Amazing Spider-Man 2,"[5, 19551, 31828, 53462]",2014-04-16,705717432,142.0,The Amazing Spider-Man 2,6.5,4179,505717432,4,102382,"[37625, 54693, 134, 122889, 55152, 6368, 10132, 13242, 35, 558928, 72855, 20982, 2955, 107770, 5724, 156989, 1424715, 61263, 930322, 7624, 9289, 1093920, 93053, 163731, 190895, 171886, 8349, 1634923, 1650216, 963767, 1232538, 1657458, 1657460, 176658, 115975, 1224691, 94432, 1492018, 281638, 1479737, 1657469, 928619, 205724, 1454093, 1657471, 1480047, 1279414, 4893, 1054326, 1286873, 1047655, 1364346, 1657529, 1455792, 1657525, 995205, 60119, 1358468, 73933, 132310, 1266290, 1333666, 1257860, 1657532, 1218185]"
39,170000000,"[12, 28, 878]",20526,"[310, 1308, 4286, 4565, 6104, 9758, 12965, 14735, 185351, 236778]",TRON: Legacy,"[2, 7161, 18713, 23791, 76043, 76067]",2010-12-10,400062763,125.0,TRON: Legacy,6.3,2841,230062763,12,20526,"[9828, 1229, 59315, 2547, 60033, 86268, 20403, 130108, 22063, 86269, 58371, 3968, 109205, 37980, 67931, 10874, 43263, 145110, 2037, 1566267, 1459145, 77622, 186373]"
40,200000000,"[16, 10751, 12, 35]",49013,"[830, 9663, 10267, 11500, 12392, 179431]",Cars 2,"[2, 3]",2011-06-11,559852396,106.0,Cars 2,5.8,2033,359852396,6,49013,"[887, 15897, 3895, 1246, 1241, 1926, 3491, 3266, 31514, 11357, 4252, 942993, 15898, 188559, 11355, 571731, 25074, 116317, 15900, 1117785, 1224968, 22383, 13333, 5149, 11159, 15899, 15902, 381, 7907, 60074, 1117784, 216294, 34515, 1360072, 32532, 21125, 3202, 1230799, 932719, 7879, 1443765, 938203, 1443756, 1443755, 1443757, 1156310, 1443760]"
41,200000000,"[12, 28, 53, 878]",44912,"[849, 4375, 9715, 9951, 15250, 15252, 15254, 163455, 202540, 209714]",Green Lantern,"[2609, 6194, 9993]",2011-06-16,219851172,114.0,Green Lantern,5.1,2487,19851172,6,44912,"[10859, 59175, 133, 504, 2983, 7242, 109942, 4602, 27107, 147719, 147720, 60887, 9780, 55934, 61981, 118, 6574, 1195675, 117885, 223027, 81321, 565498, 62735]"
42,200000000,"[16, 10751, 35]",10193,"[1562, 3616, 4290, 5462, 10336, 10685, 33794, 158162, 179431, 187065, 209386, 209387, 224516]",Toy Story 3,"[2, 3]",2010-06-16,1066969703,103.0,Toy Story 3,7.6,4597,866969703,6,10193,"[31, 12898, 13726, 3234, 2232, 2395, 5149, 12900, 7907, 7167, 61964, 1116442, 63978, 1096415, 12133, 21485, 59357, 109869, 8655, 7918, 97051, 10669, 24358, 60074, 167295, 7882, 19545, 157626, 21125, 12901, 1381777, 59784, 117081, 84495, 52699, 84493, 35159, 1212864, 10, 7960, 8, 1443485, 214701, 86007, 15831]"
43,200000000,"[28, 878, 53]",534,"[83, 310, 530, 582, 679, 1373, 1420, 4458, 4565, 6092, 6112, 11159, 12670]",Terminator Salvation,"[5, 4021, 4022, 6194]",2009-05-20,371353001,115.0,Terminator Salvation,5.9,2463,171353001,5,534,"[3894, 65731, 21028, 56455, 18997, 1283, 4238, 76542, 11086, 13724, 76543, 76544, 213753, 1039678, 1100]"
44,190000000,[28],168259,"[830, 3428, 9748, 9937, 33885, 40870, 205399]",Furious 7,"[33, 333, 3341, 6452, 7154, 40890, 86352, 86655, 87857, 87858]",2015-04-01,1506249360,137.0,Furious 7,7.3,4176,1316249360,4,168259,"[12835, 8167, 18918, 17647, 8169, 8171, 22123, 938, 57207, 997887, 1251069, 6856, 976, 61697, 90633, 155, 73269, 53252, 222906, 114019, 492791, 1880145, 1880146, 1533850, 1534800, 1364893, 1161711, 1578220, 118593, 1880147, 80619, 97844, 1381712, 1880148, 1880149, 1440699, 1093707, 1880150, 224092, 54792, 1128522, 1451616, 78804, 1880151, 1448173, 96321, 116277, 58197, 90634, 1563213, 1795034, 1480862]"
45,200000000,"[28, 18, 27, 878, 53]",72190,"[4565, 12332, 12377, 160381, 180635, 186565]",World War Z,"[4, 3281, 6277, 9169, 11956, 19108, 23644]",2013-06-20,531865000,116.0,World War Z,6.7,5560,331865000,6,72190,"[287, 175826, 1027850, 1186840, 18473, 78050, 7219, 1180907, 119297, 2607, 1180908, 52, 28657, 12982, 677, 17018, 17839, 23440, 1221048, 19704, 1694513, 1360156]"
46,250000000,"[28, 12, 14, 878]",127585,"[1228, 1852, 4379, 8828, 9717, 10761, 14527, 161271, 179430, 206736]",X-Men: Days of Future Past,"[306, 431, 7505, 9168, 22213, 37336, 76043]",2014-05-15,747862775,131.0,X-Men: Days of Future Past,7.5,6032,497862775,5,127585,"[6968, 5530, 17288, 72129, 4587, 10690, 27578, 22970, 1327, 2387, 3292, 7090, 11023, 78423, 55089, 1056053, 84222, 64439, 1010189, 121868, 10696, 11006, 429, 1284084, 173658, 934847, 4250, 1322030, 7013, 9032, 1738056, 1240748, 64674, 102852, 1691154, 1519259, 96594, 1674956, 171955, 929943, 147892, 1207366, 522169, 131335, 1320015, 139622, 1300745, 1671572, 141741, 29461, 60906, 44237, 7009, 198540, 81418, 1691173, 198751, 115596, 56418, 1251615, 1684713, 1448201, 105496, 1148496, 1784732]"
47,190000000,"[28, 12, 878]",54138,"[1612, 6054, 9663, 9685, 9882, 9951, 156395, 161176, 179569, 209714]",Star Trek Into Darkness,"[4, 6277, 11461, 12536]",2013-05-05,467365246,132.0,Star Trek Into Darkness,7.4,4418,277365246,5,54138,"[62064, 17306, 8691, 1372, 11108, 68842, 71580, 21028, 21089, 27811, 59860, 76242, 180997, 13024, 1192492, 58508, 62093, 224182, 78494, 1295, 74568, 1352682, 1386113, 88706, 41421, 1749, 1271733, 1228940, 1051473, 60946, 178452, 1110406, 154702, 1225974, 62710, 119699, 42317, 1129806, 19508, 58330, 162924, 5575, 1386122, 204384, 1386119, 1386120, 1278368, 1386121, 1386123, 1386124, 1386125, 1386126, 1386127, 56448, 1160181, 5141, 1384191, 182272, 1386128, 1386129, 1386131, 1386130, 1386132, 1386134, 1275519, 1386136, 1275938, 1386138, 1386140, 1386141, 1386144, 1386145, 1386146, 1386147, 181879, 1275520, 1386148, 78432, 1277452, 24362, 164614, 71536, 60279, 1141368, 86170, 19278, 931939, 1161711, 1039680, 1161712, 1386149, 135818, 1386150, 1235786, 1386151, 1386152, 1386153, 1386154]"
48,195000000,"[28, 10751, 14]",81005,"[179411, 189099]",Jack the Giant Slayer,"[12, 333, 923, 6194, 8406, 9168]",2013-02-27,197687603,114.0,Jack the Giant Slayer,5.5,2598,2687603,2,81005,"[3292, 73357, 3061, 2283, 6972, 1665, 1125, 11184, 2440, 53916, 202760, 27632, 3072, 590936, 590937, 590938, 590939, 1714, 126042, 33310, 138161, 8399, 25135]"
49,105000000,"[18, 10749]",64682,"[818, 1326, 1523, 3929, 209714]",The Great Gatsby,"[79, 240, 6194, 11858, 14440, 14604]",2013-05-10,351040419,143.0,The Great Gatsby,7.3,3769,246040419,5,64682,"[6193, 2219, 36662, 33192, 1133349, 52848, 76512, 35780, 236851, 205474, 45211, 44838, 77496, 38665, 1272936, 1272937, 1272942, 123884, 1433766, 1272938, 1272939, 1272940, 1272941, 150536, 1243767, 61342, 214545, 55901, 61784, 1889000, 1102453]"
50,150000000,"[12, 14, 28, 10749]",9543,"[1241, 1965, 12653, 12654, 12655, 41645]",Prince of Persia: The Sands of Time,"[2, 130]",2010-05-19,335154643,116.0,Prince of Persia: The Sands of Time,6.2,2317,185154643,5,9543,"[131, 59620, 2282, 658, 55412, 20286, 52890, 32556, 54810, 587354, 15913, 169691, 1327299]"
51,180000000,"[28, 878, 12]",68726,"[4565, 10891, 11100, 12332, 156395, 179431, 209714]",Pacific Rim,"[923, 6194, 19750, 19751]",2013-07-11,407602906,131.0,Pacific Rim,6.7,4794,227602906,7,68726,"[17605, 56365, 95101, 2372, 39659, 18054, 94864, 112692, 1038379, 118590, 15376, 5365, 142193, 10847, 1428550, 1480855, 83423, 5925, 559416, 86237, 1226806, 100464, 1683877, 4569, 1255174, 41465, 1379395, 46906, 224144, 1683916, 1176955, 1683922, 59613, 1683931, 1517893, 59198, 1239394, 1683938, 1683941, 125579, 231140, 1003550, 1683943]"
52,195000000,"[28, 878, 12]",38356,"[305, 1612, 2052, 3088, 10158, 10244, 10607, 10891, 15246, 15247, 15248, 179431]",Transformers: Dark of the Moon,"[4, 435, 19751, 22826]",2011-06-28,1123746996,154.0,Transformers: Dark of the Moon,6.1,3299,928746996,6,38356,"[10959, 6949, 83586, 3910, 19536, 8169, 1331, 1749, 1241, 236048, 18352, 21088, 19540, 12797, 81178, 2962, 1736, 15831, 84495, 78798, 117187, 60602, 206334, 31531, 24305, 14721, 87957, 14102, 1318952, 1517868, 1585120, 95875, 58925, 106843, 95777, 19541, 11886, 15831, 1465852]"
53,185000000,"[12, 28]",217,"[83, 483, 1294, 1454, 1547, 2650, 4276, 4939, 5566, 5967, 6956, 9830, 18524, 41586, 176731, 184134]",Indiana Jones and the Kingdom of the Crystal Skull,"[1, 4]",2008-05-21,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,601636033,5,217,"[3, 112, 10959, 5538, 650, 5049, 388, 36218, 52761, 52762, 52760, 58210, 173269, 109667, 1133682, 1427626, 155978, 43776, 122596, 1421688, 1427682, 1427688, 8700, 1427692, 1427695, 1427698, 1365062, 1427700, 1058026, 204408, 1031791, 1427707, 1427708, 1427711, 1427715, 1427716, 21723, 1656530]"
54,175000000,"[12, 16, 10751]",105864,"[1720, 9713, 12026, 12616, 13073, 14527, 18330, 187864, 189092]",The Good Dinosaur,"[2, 3]",2015-11-14,331926147,93.0,The Good Dinosaur,6.6,1736,156926147,11,105864,"[963134, 1476748, 2954, 3910, 1540680, 1540681, 1540682, 1348591, 21198, 18324, 1540683, 1406885, 60460, 10690, 16431, 87176, 1434508, 204445, 7907]"
55,185000000,"[16, 12, 35, 10751, 28, 14]",62177,"[388, 526, 3930, 4152, 4393, 4896, 10468, 14753, 15161, 41538, 53995, 162715, 179430, 181181, 187056, 189098, 209714]",Brave,"[2, 3]",2012-06-21,538983207,93.0,Brave,6.7,4641,353983207,6,62177,"[9015, 477, 9188, 7056, 9013, 24264, 1923, 1113604, 1102427, 137262, 1333216, 9152, 7907, 1052100, 1438685]"
56,185000000,"[28, 12, 878]",188927,"[9663, 9743, 158449, 161176]",Star Trek Beyond,"[4, 11461, 34530, 69484, 82819, 83644, 83645]",2016-07-07,343471816,122.0,Star Trek Beyond,6.6,2568,158471816,7,188927,"[62064, 17306, 1372, 11108, 8691, 68842, 21028, 568657, 17605, 592496, 1095524, 1590377, 1295, 1006731, 21041, 17305, 205179, 936415, 119758, 65779, 85505, 74242, 1686562, 1397812, 1502989, 936932, 1641530, 1366510, 140182, 1225951, 1516834, 939589, 1051473]"
57,180000000,"[16, 10751]",10681,[9799],WALL·E,"[2, 3, 93408]",2008-06-22,521311860,98.0,WALL·E,7.8,6296,341311860,6,10681,"[670, 72754, 60074, 20753, 7907, 11074, 117081, 35159, 72755, 59357, 78317, 167295, 12890, 86006, 84494, 84495, 214701, 84493, 24358, 1443485, 157626, 7882, 225986, 7, 86007, 99639, 7929, 1174938, 10205]"
58,140000000,"[28, 35, 80, 53]",5174,[1704],Rush Hour 3,[12],2007-08-08,258022233,91.0,Rush Hour 3,6.1,783,118022233,8,5174,"[66, 18897, 9195, 2201, 2245, 3556, 41894, 4492, 145633, 164945, 16145, 21629, 13314, 39829, 215130, 21631, 554599, 1577430]"
59,200000000,"[28, 12, 878]",14161,"[2163, 5096, 10150, 10617, 12332, 14796, 163398, 208090, 230910, 232318, 232339]",2012,"[5, 347, 1557, 10905]",2009-10-10,769653595,158.0,2012,5.6,4903,569653595,10,14161,"[3036, 2956, 5294, 9030, 17485, 17867, 57755, 2047, 83852, 74227, 101014, 101017, 21722, 101015, 101016, 86633, 41664, 44150, 18364, 230, 16756, 153516, 31960, 1615554, 967933, 1055157, 5274, 206669, 92079, 39829, 76828, 79151, 10874, 60601, 116400, 158560, 143329, 203294, 60614, 1366442, 62919, 177885, 60609, 1221020, 42711, 1615565, 62173, 1615574, 190944, 1205803, 41432, 205881]"
60,200000000,"[16, 18]",17979,"[65, 818, 8250, 10594, 33965, 33966, 161174, 162846, 170457, 180975, 207317]",A Christmas Carol,"[5888, 11395]",2009-11-04,325233863,96.0,A Christmas Carol,6.6,1095,125233863,11,17979,"[64, 206, 78311, 57675, 558926, 1074139, 492081, 1074140, 60602, 61831, 79635, 5472, 2130, 32, 382, 72305, 96349, 68287]"
61,176000003,"[878, 14, 28, 12]",76757,"[306, 9882, 187056, 209714, 212760]",Jupiter Ascending,"[79, 444, 450, 6194]",2015-02-04,183987723,124.0,Jupiter Ascending,5.2,2768,7987720,2,76757,"[18973, 38673, 48, 37632, 230680, 89822, 1216606, 109319, 47625, 1360221, 178622, 1238461, 33394, 1394352, 971049, 21688, 280, 556356, 19655, 1223149, 25451, 1394330, 93111, 11276, 1084851, 1394331, 3555, 1369057, 1052603, 1394333, 114252, 1388891, 1368433, 1347128, 1089920, 1394335, 1394337, 1394339, 1394344, 1383511, 1394342, 1394341, 1394345, 1394346, 1394347, 1278780, 1394343, 1394348, 1394350, 1394351, 1218685, 1379944, 1394354, 1394355, 1347063, 1394356, 1394357, 1394358, 1356007, 91932, 14470, 1394359, 1298706, 1394360, 1394361, 1632611]"
62,180000000,"[28, 12]",258489,"[409, 5650, 7347, 10787, 158130]",The Legend of Tarzan,"[79, 552, 2596, 41624, 46339, 86565, 86566]",2016-06-29,356743061,109.0,The Legend of Tarzan,5.5,2430,176743061,6,258489,"[28846, 234352, 27319, 2231, 938, 388, 1026019, 1029045, 21343, 1795843, 57461, 1388917, 1795844, 1665609, 1795845, 1659946, 1500875, 1795846, 1503072, 219737, 1502431, 1192006, 231674, 139654, 1795847, 94021, 1504934, 1641528, 1641527, 60416, 1641529, 1563429, 1635843, 1363049]"
63,180000000,"[12, 10751, 14]",411,"[83, 616, 818, 1155, 1430, 1442, 1990, 2042, 2043, 6187, 14643, 166930, 170362, 179431]","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[5888, 10221]",2005-12-07,748806957,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,568806957,12,411,"[5528, 5529, 5527, 5526, 3896, 3063, 5530, 388, 5531, 2467, 5532, 5533, 5534, 5535, 5536, 2050, 5537, 5538, 5539, 4757, 5540, 5541, 5542, 147]"
64,178000000,[878],246655,"[1852, 4769, 8828, 9715, 9717, 10761, 12332, 155030, 176217, 179430, 208289]",X-Men: Apocalypse,"[306, 431, 7505, 9168, 22213, 78091]",2016-05-18,543934787,144.0,X-Men: Apocalypse,6.4,4721,365934787,5,246655,"[5530, 17288, 72129, 3292, 25072, 9827, 55089, 1056053, 1001657, 1034681, 429, 113505, 1452045, 1253199, 1452046, 81364, 1623329, 1547887, 102744, 1366510, 1796383, 1547888, 1796384, 1493134, 1796387, 12851, 1381295, 1433019, 1264152, 1796388, 1796389, 1389492, 99181, 1796390, 96592, 1796391, 1796392, 1447280, 1796393, 1796394, 1796395, 1796396, 1796397, 1239510, 1796398, 1796399, 1337607, 1796400, 18818, 1796401, 929943, 1796402, 7624, 554456, 32031, 55378, 43263, 180683, 1015896, 83029, 51389, 1796406, 1796408, 1747113, 1796414, 1294171, 1796415, 1796416, 1796417, 1796418, 1796419, 1796420, 1470370, 1796421, 1796422, 1796423, 1569228, 180996, 1796425, 9039, 1796431, 6752, 1015987, 1676049, 1796432, 1193060, 1099770, 1796433, 1796434, 1796435, 1796436, 1604604, 1327614, 198540, 6968]"
65,185000000,"[18, 28, 80, 53]",155,"[849, 853, 1308, 3151, 4426, 4630, 6969, 7002, 9537, 9715, 9717, 10044, 10291, 18023, 33518, 156395, 163074, 163455, 230775]",The Dark Knight,"[429, 923, 6194, 9993, 9996]",2008-07-16,1004558444,152.0,The Dark Knight,8.2,12002,819558444,7,155,"[3894, 1810, 6383, 3895, 1579, 64, 192, 53651, 57597, 2037, 101015, 21316, 21315, 13939, 1904, 87957, 128386, 34544, 58692, 18052, 1052875, 1196130, 1334139, 64856, 16477, 1208967, 886, 1056090, 1870607, 1870608, 101014, 24595, 20372, 1522073, 1870609, 1870610, 1840452, 1226696, 1870611, 853194, 1526574, 1870612, 1424043, 1220201, 147895, 1195758, 83854, 1870613, 1313093, 1678566, 176227, 1870614, 1870615, 1870616, 1128854, 29617, 1781739, 26669, 1631707, 143328, 1464854, 1870623, 1870620, 1624910, 78047, 47525, 1238461, 1232399, 1661772, 122345, 1215332, 209990, 139946, 1070855, 1674439, 1870625, 141770, 8396, 1394354, 29616, 1870627, 170230, 75076, 971049, 1870629, 119414, 1870631, 1655526, 95716, 1122545, 578699, 126316, 1132153, 1599260, 1870636, 1870637, 1870638, 1161711, 580566, 1128275, 1185594, 1197335, 1552999, 1192165, 1131169, 580567, 228305, 1392731, 593182, 1086373, 1207205, 18070, 580560, 505400, 1058964, 1261397, 1551776, 1111803, 1360008, 1426334, 30450, 1209046, 1058963, 98994, 1108073, 1185600, 1209051, 99223, 79810, 204276, 1209055, 1512023, 127005, 1380656]"
66,175000000,"[16, 35, 10751, 12]",14160,"[965, 1291, 9903, 10336, 175715, 179431, 221536]",Up,[3],2009-05-13,735099082,96.0,Up,7.7,6870,560099082,5,14160,"[68812, 290, 80676, 10, 18792, 7960, 7907, 84490, 84491, 84492, 84493, 52699, 84494, 84495, 84496, 12890]"
67,175000000,"[16, 10751, 12, 878]",15512,"[9951, 10891, 179431]",Monsters vs Aliens,[521],2009-03-19,381509870,94.0,Monsters vs Aliens,6.0,1423,206509870,3,15512,"[19274, 368, 41419, 22226, 2628, 11678, 21200, 58769, 78303, 24305, 4175, 56322, 27105, 9137, 64446, 936666, 65630, 18864, 12098, 64151, 45416, 936669, 1077843, 1077844, 11652, 12080, 17697, 1448984]"
68,140000000,"[28, 878, 12]",1726,"[539, 6163, 8613, 8828, 9715, 9717, 12555, 173776, 179430, 180547, 208630, 209756]",Iron Man,[420],2008-04-30,585174222,126.0,Iron Man,7.4,8776,445174222,4,1726,"[3223, 18288, 1229, 17857, 12052, 57452, 6162, 57451, 9048, 163671, 15277, 2231, 7624, 78299, 203468, 173810, 17200, 12708, 40275, 54809, 944830, 1209417, 95698, 1209418, 62037, 183439, 109669, 104669, 1209419, 195442, 142213, 1209702, 1209703, 183037, 1209704, 214951, 205362, 939869, 1209705, 1209706, 1209707, 1209708, 1209709, 1209710, 206423, 133121, 181895, 62843, 204606, 210842, 205720, 1005698, 1209711, 90721, 169681, 1209712, 1209713, 169642, 27031, 34544, 150669, 1209714, 1209715, 1004624, 984619, 1209716, 1209717, 970218, 1209718, 1202546, 1209719, 1209720, 1209721, 1209722, 1089759, 1096679, 1209723, 1209724, 78434, 1209725, 1209726, 1209727, 1209728, 1209729, 1209730, 1209731, 1429470]"
69,170000000,"[12, 18, 10751]",44826,"[295, 1507, 2793, 2849, 4290, 5202, 9673, 13014, 14544, 14545, 18028, 33490, 41372, 156149, 209714]",Hugo,"[4, 2691, 3281]",2011-11-22,185770160,126.0,Hugo,7.0,2141,15770160,11,44826,"[2282, 6730, 77996, 56734, 5538, 1246, 113, 15737, 72873, 47468, 10983, 9642, 39185, 234983, 1714, 1080628, 1202683, 234981, 1052258, 1413264, 1363049, 1359461, 1507591, 1362403, 1394384, 10692, 1032, 938234]"
70,170000000,"[28, 12, 35, 878, 37]",8487,"[10028, 10988, 163671, 171636]",Wild Wild West,"[2507, 6194, 16774, 57088]",1999-06-29,222104681,106.0,Wild Wild West,5.1,1020,52104681,6,8487,"[2888, 8945, 11181, 3136, 588, 15854, 55254, 1475, 55255, 31647, 39126, 7853, 53778, 168331, 71562, 69502, 1279744, 1100323, 16163, 14740, 53403, 11764, 160375, 104915, 48136, 137910, 157021, 1610268, 1610271]"
71,145000000,"[12, 28, 14]",1735,[],The Mummy: Tomb of the Dragon Emperor,"[33, 2269, 7295, 11462, 19643]",2008-07-01,401128639,112.0,The Mummy: Tomb of the Dragon Emperor,5.2,1387,256128639,7,1735,"[18269, 1336, 10727, 49, 55900, 1620, 72040, 66717, 21354, 15498, 10779, 554085, 1172006, 450628, 78871]"
72,175000000,"[28, 12, 80, 14, 878]",297761,"[849, 1296, 2095, 3269, 3289, 9715, 194404, 229266]",Suicide Squad,"[429, 444, 507, 6194, 9993]",2016-08-02,745000000,123.0,Suicide Squad,5.9,7458,570000000,8,297761,"[2888, 234352, 92404, 19492, 7499, 224181, 19487, 31164, 1289968, 1461608, 33527, 198150, 928572, 4238, 35029, 83968, 84217, 932158, 130081, 1456151, 1727020, 90725, 190900, 62679, 1138844, 880, 132157, 1488192, 965219, 1072798, 51041, 1212929, 1727014, 237, 1727015, 1727016, 136959, 1727017, 1396920, 1480961, 1232769, 1520526, 1727018, 1260782, 1486835, 1482610, 168771, 1727022, 1345133, 1727023, 1727024, 41561, 107411, 1727025, 1727027, 1727028, 1545155, 1545157, 1545156, 1698765, 1754320, 1754321, 1754322, 1754331, 1754333, 1754334, 1754335, 1567040, 1754336, 1754337, 1754338, 1754339, 1355150, 1306573, 1754340, 1574936, 1754342, 1379639, 1716602, 1656699, 1736435, 1754346, 1543542, 493769, 559644, 1754347, 1754348, 87577, 1754349, 1337623, 1513916, 1754350, 1754351, 1366350, 1754352, 1754353, 1754354, 1553096, 1284410, 1600910, 1543547, 1540119, 166518, 1754358, 1622765, 1754361, 1240327, 1754364, 1754365, 62711, 1747278, 1376110, 1754366, 1754368, 1754370, 1754371, 1651271, 1369078, 1632662, 1619926, 1754375, 1563912, 1754377, 1744067, 1379566, 1754379, 1754380, 1754383]"
